latency,integrity,token,voltage,current,temp,meter,cost,ip
25.213388509503798,1.0,0.0,217.50157558115617,9.171464395731741,26.111895237408906,4.212887366206051,0.06394583663750786,0.0
84.881099682367,1.0,0.0,225.48614005861705,18.76503208658532,46.682830240600104,11.119216631120612,0.15085925141941736,0.0
22.999148385660163,1.0,0.0,215.0750445073953,16.069468988125223,28.781846103876205,2.4929359112828986,0.2558373835817518,0.0
41.16351677769927,1.0,0.0,247.35523875161155,0.40378883901232454,29.17067947603425,17.029743830205348,0.25664676226876404,0.0
46.76345515480747,1.0,0.0,222.0195289728163,7.549294503073529,21.136361115446412,13.829697740532762,0.05510369610097876,0.0
21.075135289382917,0.0,1.0,216.5009208320552,18.181379022999998,39.94115195393513,9.251676617106517,0.3210846329395489,1.0
7.07715463101094,1.0,0.0,215.51409856258488,9.700947806993167,23.36693311030597,5.03585183024009,0.3071481281576516,0.0
83.4190240640491,1.0,0.0,234.5340961970756,3.165479625865153,49.8920461242394,14.48582826202512,0.36858159614624353,0.0
57.30449306030364,1.0,0.0,211.7145409142714,7.4673801354002105,31.275576959228133,1.8608169794544693,0.1690750732243984,0.0
43.029239928138665,1.0,0.0,211.20961306208042,17.307090517072506,42.36338258520198,11.192407047705315,0.37775649505669917,0.0
58.201547085772646,1.0,0.0,241.54199817416225,2.365086781224235,37.61093244873058,6.496082403390382,0.11039906946672784,0.0
93.09968667040059,1.0,0.0,219.09292078278722,10.232059539375795,38.9892040420157,18.8236280281984,0.21251429535166788,0.0
58.15749022713938,1.0,0.0,233.30001834004338,12.218943077051518,27.375073602317222,2.4059931461429995,0.16040532418597486,0.0
53.14351400253934,1.0,0.0,213.16286965182616,8.039388481546798,29.483593574504123,3.6083202118176705,0.20591856281477083,0.0
51.020461135544025,1.0,0.0,216.52789007754177,4.737933372305929,41.09565637483397,16.672814093435683,0.40045697136678604,0.0
83.33161719093509,0.0,1.0,223.8058712290052,2.450687255868489,47.71231919442092,9.763741746275834,0.1632525287483233,0.0
37.501912456189416,1.0,0.0,240.6156392198468,8.42118605533271,29.18013436813417,7.554210539339503,0.22513752415628363,0.0
